"ts","device","co","humidity","light","lpg","motion","smoke","temp"
"1.5950753643610804E9","b8:27:eb:bf:9d:51","0.0056737919966317","52.6","False","0.0084373545047073","False","0.0226603084471823","22.1"
"1.5950753671014106E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.599998474121094","True","0.0066568387956212","False","0.0175917499283839","24.100000381469727"
"1.5950753678191082E9","00:0f:00:70:91:0a","0.0028400886071015","76.9000015258789","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.5950753680469646E9","b8:27:eb:bf:9d:51","0.0056897981601054","52.6","False","0.0084545665279829","False","0.0227096902350049","22.1"
"1.595075371631735E9","00:0f:00:70:91:0a","0.0028400886071015","77.0999984741211","False","0.005114383400977","False","0.0132748367048515","19.899999618530273"
"1.595075371965381E9","b8:27:eb:bf:9d:51","0.0057148000928379","52.6","False","0.0084814252668388","False","0.0227867624158955","22.1"
"1.5950753754447968E9","00:0f:00:70:91:0a","0.0028400886071015","77.0","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.595075375651776E9","b8:27:eb:bf:9d:51","0.005714837781056","52.6","False","0.0084814657294648","False","0.0227868785375196","22.1"
"1.5950753767882879E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.0"
"1.5950753793377907E9","b8:27:eb:bf:9d:51","0.00572019676169","52.6","False","0.0084872184588913","False","0.0228033883862864","22.1"
"1.595075383023773E9","b8:27:eb:bf:9d:51","0.00572019676169","52.6","False","0.0084872184588913","False","0.0228033883862864","22.1"
"1.5950753854099376E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.0"
"1.595075386709705E9","b8:27:eb:bf:9d:51","0.00570224933155","52.6","False","0.0084679464759449","False","0.0227480824252413","22.1"
"1.595075387589223E9","00:0f:00:70:91:0a","0.0028723411548629","76.9000015258789","False","0.0051563329356279","False","0.013391176782176","19.799999237060547"
"1.5950753903955479E9","b8:27:eb:bf:9d:51","0.0056773103849812","52.6","False","0.008441139109043","False","0.0226711659968409","22.1"
"1.5950753924256582E9","1c:bf:ce:15:ec:4d","0.0040814793896792","59.5","True","0.0066484303062243","False","0.017568015134972","24.0"
"1.5950753930138993E9","00:0f:00:70:91:0a","0.0028723411548629","76.9000015258789","False","0.0051563329356279","False","0.013391176782176","19.799999237060547"
"1.5950753940788624E9","b8:27:eb:bf:9d:51","0.0057130589751352","52.6","False","0.0084795558967566","False","0.0227813976473426","22.1"
"1.595075397764851E9","b8:27:eb:bf:9d:51","0.0057255992801177","52.6","False","0.0084930164163152","False","0.022820028807626","22.1"
"1.5950753994479876E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.0"
"1.5950754005995183E9","00:0f:00:70:91:0a","0.0028400886071015","76.9000015258789","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.595075401451039E9","b8:27:eb:bf:9d:51","0.0057023550631889","52.6","False","0.0084680600598538","False","0.0227484083586508","22.1"
"1.595075404953842E9","00:0f:00:70:91:0a","0.0028400886071015","77.0","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.5950754051369739E9","b8:27:eb:bf:9d:51","0.0057130589751352","52.6","False","0.0084795558967566","False","0.0227813976473426","22.1"
"1.5950754053970442E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.100000381469727"
"1.595075408822939E9","b8:27:eb:bf:9d:51","0.005702317469432","52.6","False","0.0084680196742243","False","0.0227482924704943","22.1"
"1.5950754097497838E9","1c:bf:ce:15:ec:4d","0.004053072401776","59.5","True","0.0066149239787415","False","0.0174734565755012","24.100000381469727"
"1.595075412002175E9","00:0f:00:70:91:0a","0.0028400886071015","77.0","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.595075412509027E9","b8:27:eb:bf:9d:51","0.0057094092664136","52.6","False","0.0084756368355779","False","0.0227701508818924","22.1"
"1.5950754161949468E9","b8:27:eb:bf:9d:51","0.0057004750216627","52.6","False","0.0084660403081666","False","0.0227426126477297","22.1"
"1.5950754178368647E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.0"
"1.5950754198809578E9","b8:27:eb:bf:9d:51","0.0057257061859319","52.6","False","0.0084931311318614","False","0.0228203580546692","22.1"
"1.5950754206843112E9","00:0f:00:70:91:0a","0.0028723411548629","76.9000015258789","False","0.0051563329356279","False","0.013391176782176","19.799999237060547"
"1.59507542356748E9","b8:27:eb:bf:9d:51","0.005731007655278","52.6","False","0.0084988191436956","False","0.0228366836944917","22.1"
"1.595075425399292E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.0"
"1.5950754261066723E9","00:0f:00:70:91:0a","0.0028400886071015","76.9000015258789","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.5950754272555242E9","b8:27:eb:bf:9d:51","0.0057058561671956","52.6","False","0.0084718208480671","False","0.0227592002538443","22.1"
"1.595075430942446E9","b8:27:eb:bf:9d:51","0.0056773103849812","52.6","False","0.008441139109043","False","0.0226711659968409","22.1"
"1.5950754320733204E9","00:0f:00:70:91:0a","0.0028400886071015","76.9000015258789","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.5950754329487736E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.599998474121094","True","0.0066568387956212","False","0.0175917499283839","24.100000381469727"
"1.5950754346301956E9","b8:27:eb:bf:9d:51","0.0056897981601054","52.6","False","0.0084545665279829","False","0.0227096902350049","22.1"
"1.595075436967285E9","00:0f:00:70:91:0a","0.0028244628982232","77.0","False","0.0050940123572344","False","0.0132183644251827","19.799999237060547"
"1.5950754383177335E9","b8:27:eb:bf:9d:51","0.0056897981601054","52.6","False","0.0084545665279829","False","0.0227096902350049","22.1"
"1.595075438362518E9","1c:bf:ce:15:ec:4d","0.004053072401776","59.599998474121094","True","0.0066149239787415","False","0.0174734565755012","24.100000381469727"
"1.5950754420052698E9","b8:27:eb:bf:9d:51","0.0057220158610227","52.6","False","0.0084891708768263","False","0.0228089918347089","22.1"
"1.5950754429365523E9","00:0f:00:70:91:0a","0.0028400886071015","77.0999984741211","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.5950754456934383E9","b8:27:eb:bf:9d:51","0.0056950996995948","52.6","False","0.0084602645169006","False","0.0227260394393566","22.1"
"1.5950754467519388E9","00:0f:00:70:91:0a","0.0028400886071015","77.0999984741211","False","0.005114383400977","False","0.0132748367048515","19.899999618530273"
"1.5950754475173473E9","1c:bf:ce:15:ec:4d","0.0040851524712985","59.599998474121094","True","0.0066527580258399","False","0.017580230811082","24.100000381469727"
"1.5950754493810267E9","b8:27:eb:bf:9d:51","0.0056897981601054","52.6","False","0.0084545665279829","False","0.0227096902350049","22.1"
"1.595075453067016E9","b8:27:eb:bf:9d:51","0.0057076323994959","52.6","False","0.0084737285831689","False","0.0227646747835885","22.1"
"1.5950754545405605E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.100000381469727"
"1.5950754559335148E9","00:0f:00:70:91:0a","0.0028400886071015","25.799999237060547","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.5950754567529523E9","b8:27:eb:bf:9d:51","0.0056844343901138","52.6","False","0.0084488001603109","False","0.0226931455967477","22.1"
"1.5950754597477195E9","00:0f:00:70:91:0a","0.0028400886071015","77.0","False","0.005114383400977","False","0.0132748367048515","19.799999237060547"
"1.5950754604389355E9","b8:27:eb:bf:9d:51","0.0057256370500824","52.6","False","0.0084930569455362","False","0.0228201451311989","22.1"
"1.595075464124772E9","b8:27:eb:bf:9d:51","0.0056950996995948","52.6","False","0.0084602645169006","False","0.0227260394393566","22.1"
"1.5950754657107434E9","00:0f:00:70:91:0a","0.0028400886071015","77.19999694824219","False","0.005114383400977","False","0.0132748367048515","19.899999618530273"
"1.5950754658356144E9","1c:bf:ce:15:ec:4d","0.0040886167952559","59.5","True","0.0066568387956212","False","0.0175917499283839","24.100000381469727"
"1.5950754678106394E9","b8:27:eb:bf:9d:51","0.0057148000928379","52.6","False","0.0084814252668388","False","0.0227867624158955","22.1"
"1.5950754700621295E9","00:0f:00:70:91:0a","0.0028400886071015","77.0999984741211","False","0.005114383400977","False","0.0132748367048515","19.899999618530273"
"1.5950754714964998E9","b8:27:eb:bf:9d:51","0.005714837781056","52.6","False","0.0084814657294648","False","0.0227868785375196","22.1"
"1.5950754751831646E9","b8:27:eb:bf:9d:51","0.0057274203513984","52.6","False","0.0084949704404223","False","0.0228256371269035","22.1"
"1.595075475487719E9","00:0f:00:70:91:0a","0.0028400886071015","77.0999984741211","False","0.005114383400977","False","0.0132748367048515","19.899999618530273"
"1.5950754788710833E9","b8:27:eb:bf:9d:51","0.0056826664404259","52.6","False","0.0084468991808577","False","0.0226876915490152","22.1"
"1.5950754798406754E9","00:0f:00:70:91:0a","0.0028400886071015","77.19999694824219","False","0.005114383400977","False","0.0132748367048515","19.899999618530273"
