"ts","device","co","humidity","light","lpg","motion","smoke","temp"
"1.5951100898062856E9","00:0f:00:70:91:0a","0.0049568527769048","77.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.0"
"1.5951100910924833E9","b8:27:eb:bf:9d:51","0.0060796536122305","50.5","False","0.0088697698186904","False","0.0239029678797168","22.7"
"1.5951100940474436E9","1c:bf:ce:15:ec:4d","0.0045236924553394","52.599998474121094","True","0.0071620531756049","False","0.0190214949473622","30.5"
"1.5951100946965504E9","00:0f:00:70:91:0a","0.0049568527769048","77.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.100000381469727"
"1.5951100947786915E9","b8:27:eb:bf:9d:51","0.0060916079573742","50.4","False","0.0088823829334341","False","0.0239392780303457","22.7"
"1.5951100984649026E9","b8:27:eb:bf:9d:51","0.0060995622177637","50.5","False","0.008890771736887","False","0.02396342934273","22.7"
"1.5951101000032167E9","1c:bf:ce:15:ec:4d","0.0045236924553394","52.79999923706055","True","0.0071620531756049","False","0.0190214949473622","30.600000381469727"
"1.595110101277011E9","00:0f:00:70:91:0a","0.0049568527769048","77.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.100000381469727"
"1.5951101021515026E9","b8:27:eb:bf:9d:51","0.0061075892336372","50.5","False","0.008899234203554","False","0.0239877943053259","22.7"
"1.5951101043502753E9","1c:bf:ce:15:ec:4d","0.0045236924553394","52.900001525878906","True","0.0071620531756049","False","0.0190214949473622","30.600000381469727"
"1.5951101058356915E9","b8:27:eb:bf:9d:51","0.0060875899589003","50.5","False","0.0088781442791133","False","0.0239270755625248","22.7"
"1.5951101061671264E9","00:0f:00:70:91:0a","0.0051209124268587","77.0999984741211","False","0.0078342234523143","False","0.0209343420126327","19.100000381469727"
"1.5951101092282207E9","1c:bf:ce:15:ec:4d","0.0045091466307248","52.79999923706055","True","0.0071453861836775","False","0.0189742152126475","30.5"
"1.595110109521417E9","b8:27:eb:bf:9d:51","0.0060875899589003","50.5","False","0.0088781442791133","False","0.0239270755625248","22.7"
"1.5951101105189786E9","00:0f:00:70:91:0a","0.0049568527769048","77.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.100000381469727"
"1.5951101132078214E9","b8:27:eb:bf:9d:51","0.0060618108079654","50.5","False","0.0088509309794202","False","0.0238487419093025","22.7"
"1.5951101148711898E9","00:0f:00:70:91:0a","0.0049568527769048","77.19999694824219","False","0.0076518431146709","False","0.0204141792884089","19.100000381469727"
"1.5951101157131748E9","1c:bf:ce:15:ec:4d","0.0045236924553394","52.79999923706055","True","0.0071620531756049","False","0.0190214949473622","30.5"
"1.5951101168913503E9","b8:27:eb:bf:9d:51","0.0060677261828739","50.5","False","0.0088571782644315","False","0.0238667233079093","22.7"
"1.5951101200540686E9","1c:bf:ce:15:ec:4d","0.0045236924553394","52.79999923706055","True","0.0071620531756049","False","0.0190214949473622","30.5"
"1.5951101205756621E9","b8:27:eb:bf:9d:51","0.0060717291376064","50.5","False","0.0088614048681916","False","0.0238788891224923","22.8"
"1.5951101219112318E9","00:0f:00:70:91:0a","0.0049568527769048","77.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.100000381469727"
"1.5951101242603612E9","b8:27:eb:bf:9d:51","0.0060539547644178","50.5","False","0.0088426315278821","False","0.0238248551514424","22.8"
"1.5951101260026128E9","1c:bf:ce:15:ec:4d","0.0045236924553394","52.79999923706055","True","0.0071620531756049","False","0.0190214949473622","30.5"
"1.5951101262653878E9","00:0f:00:70:91:0a","0.0049568527769048","77.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.100000381469727"
"1.5951101279468272E9","b8:27:eb:bf:9d:51","0.0060955381976941","50.5","False","0.0088865282621072","False","0.0239512122112466","22.8"
