"ts","device","co","humidity","light","lpg","motion","smoke","temp"
"1.5946145948500588E9","00:0f:00:70:91:0a","0.0049568527769048","75.5","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946145963062892E9","b8:27:eb:bf:9d:51","0.0050236524903981","50.4","False","0.0077263009053938","False","0.0206264376489877","22.2"
"1.5946145972286296E9","1c:bf:ce:15:ec:4d","0.0045509978362123","59.79999923706055","True","0.0071933004402457","False","0.0191101551653437","25.299999237060547"
"1.5946145999922733E9","b8:27:eb:bf:9d:51","0.0049889187508908","50.4","False","0.0076876196172242","False","0.0205161506103149","22.2"
"1.5946146013630626E9","00:0f:00:70:91:0a","0.0049568527769048","75.0","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146036776044E9","b8:27:eb:bf:9d:51","0.0050396613010765","50.4","False","0.0077441042244236","False","0.0206772106525882","22.2"
"1.5946146048123415E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.299999237060547"
"1.5946146073243554E9","00:0f:00:70:91:0a","0.0049568527769048","75.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146073636239E9","b8:27:eb:bf:9d:51","0.0050062406321827","50.4","False","0.0077069194386371","False","0.0205711730195688","22.2"
"1.594614610749892E9","1c:bf:ce:15:ec:4d","0.0045404617460951","59.79999923706055","True","0.0071812494906","False","0.019075958981004","25.299999237060547"
"1.594614611049683E9","b8:27:eb:bf:9d:51","0.0049903960439417","50.4","False","0.0076892663206381","False","0.0205208448766988","22.2"
"1.5946146117079844E9","00:0f:00:70:91:0a","0.0049409124710563","75.19999694824219","False","0.0076340344598619","False","0.0203634326030225","19.399999618530273"
"1.5946146147356887E9","b8:27:eb:bf:9d:51","0.0050251145507861","50.4","False","0.0077279275059631","False","0.0206310761945679","22.2"
"1.5946146166971297E9","1c:bf:ce:15:ec:4d","0.0045700349903977","59.900001525878906","True","0.007215055174732","False","0.019171897026139","25.299999237060547"
"1.5946146184196503E9","b8:27:eb:bf:9d:51","0.0050163970386632","50.4","False","0.0077182269873876","False","0.0206034143979184","22.2"
"1.5946146221067045E9","b8:27:eb:bf:9d:51","0.0049874614709322","50.4","False","0.0076859950897793","False","0.0205115196282656","22.2"
"1.594614623040031E9","00:0f:00:70:91:0a","0.0049568527769048","75.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146237136445E9","1c:bf:ce:15:ec:4d","0.0046430374534926","59.79999923706055","True","0.0072982477713789","False","0.0194081217580004","25.299999237060547"
"1.5946146257908175E9","b8:27:eb:bf:9d:51","0.0050149378887257","50.4","False","0.0077166028450173","False","0.0205987832589533","22.2"
"1.5946146273914819E9","00:0f:00:70:91:0a","0.0049568527769048","75.19999694824219","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146294752526E9","b8:27:eb:bf:9d:51","0.0050004310581172","50.4","False","0.0077004485462232","False","0.0205527239204585","22.2"
"1.5946146312059324E9","00:0f:00:70:91:0a","0.0049568527769048","75.30000305175781","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146331616378E9","b8:27:eb:bf:9d:51","0.0050352991153624","50.4","False","0.0077392546117542","False","0.0206633793295582","22.2"
"1.5946146357903512E9","1c:bf:ce:15:ec:4d","0.004617034536263","59.79999923706055","True","0.0072686569790335","False","0.0193240777855629","25.299999237060547"
"1.5946146368381104E9","b8:27:eb:bf:9d:51","0.0050280243579018","50.4","False","0.0077311643931385","False","0.0206403069615407","22.2"
"1.594614638777265E9","00:0f:00:70:91:0a","0.0049568527769048","75.19999694824219","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146405242684E9","b8:27:eb:bf:9d:51","0.0050062406321827","50.4","False","0.0077069194386371","False","0.0205711730195688","22.2"
"1.594614640669065E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.299999237060547"
"1.5946146442105339E9","b8:27:eb:bf:9d:51","0.0049803149948492","50.4","False","0.007678026533233","False","0.0204888049170623","22.2"
"1.5946146444753685E9","1c:bf:ce:15:ec:4d","0.0045236924553394","59.79999923706055","True","0.0071620531756049","False","0.0190214949473622","25.299999237060547"
"1.594614644741473E9","00:0f:00:70:91:0a","0.0049568527769048","75.19999694824219","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146478966694E9","b8:27:eb:bf:9d:51","0.004991762665419","50.4","False","0.0076907895410273","False","0.0205251871903792","22.2"
"1.594614648818628E9","1c:bf:ce:15:ec:4d","0.004591309904167","59.79999923706055","True","0.0072393374766466","False","0.0192408273375124","25.299999237060547"
"1.5946146501722696E9","00:0f:00:70:91:0a","0.0049568527769048","75.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146515828094E9","b8:27:eb:bf:9d:51","0.0049773744421584","50.4","False","0.0076747468017272","False","0.0204794563689637","22.2"
"1.5946146542292216E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.70000076293945","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.5946146550669386E9","00:0f:00:70:91:0a","0.0049568527769048","75.0999984741211","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146552692797E9","b8:27:eb:bf:9d:51","0.0049846203684284","50.4","False","0.0076828275452263","False","0.0205024902146923","22.2"
"1.5946146580414224E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.299999237060547"
"1.5946146589521532E9","b8:27:eb:bf:9d:51","0.0049846203684284","50.4","False","0.0076828275452263","False","0.0205024902146923","22.2"
"1.5946146604983313E9","00:0f:00:70:91:0a","0.0049409124710563","75.0999984741211","False","0.0076340344598619","False","0.0203634326030225","19.399999618530273"
"1.5946146626382215E9","b8:27:eb:bf:9d:51","0.0049946710978715","50.4","False","0.0076940308620936","False","0.0205344275669833","22.2"
"1.5946146635065742E9","1c:bf:ce:15:ec:4d","0.004591309904167","59.79999923706055","True","0.0072393374766466","False","0.0192408273375124","25.299999237060547"
"1.5946146643119736E9","00:0f:00:70:91:0a","0.0049409124710563","75.0","False","0.0076340344598619","False","0.0203634326030225","19.299999237060547"
"1.5946146663218188E9","b8:27:eb:bf:9d:51","0.0050178197228976","50.4","False","0.0077198104149108","False","0.0206079295050472","22.2"
"1.5946146691965294E9","00:0f:00:70:91:0a","0.0049409124710563","75.19999694824219","False","0.0076340344598619","False","0.0203634326030225","19.399999618530273"
"1.5946146700085025E9","b8:27:eb:bf:9d:51","0.0049860141621859","50.4","False","0.0076843815479598","False","0.0205069200286054","22.2"
"1.5946146726551888E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.5946146735616431E9","00:0f:00:70:91:0a","0.0049568527769048","75.5999984741211","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146736948752E9","b8:27:eb:bf:9d:51","0.004991762665419","50.4","False","0.0076907895410273","False","0.0205251871903792","22.2"
"1.594614677379445E9","b8:27:eb:bf:9d:51","0.0049730874721228","50.4","False","0.0076699643896225","False","0.0204658250676387","22.2"
"1.5946146780672016E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.900001525878906","True","0.0072101602630498","False","0.0191580037257365","25.299999237060547"
"1.5946146789893024E9","00:0f:00:70:91:0a","0.0049568527769048","75.4000015258789","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.594614681064544E9","b8:27:eb:bf:9d:51","0.0050004729917836","50.4","False","0.0077004952607518","False","0.0205528571040147","22.2"
"1.5946146818781633E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.5946146828045492E9","00:0f:00:70:91:0a","0.0049409124710563","75.30000305175781","False","0.0076340344598619","False","0.0203634326030225","19.299999237060547"
"1.594614684749052E9","b8:27:eb:bf:9d:51","0.004975983419764","50.4","False","0.0076731951447764","False","0.0204750336202321","22.2"
"1.5946146866281106E9","00:0f:00:70:91:0a","0.0049568527769048","75.4000015258789","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146884354484E9","b8:27:eb:bf:9d:51","0.0049918045156689","50.4","False","0.0076908361850083","False","0.0205253201614237","22.2"
"1.5946146904410179E9","00:0f:00:70:91:0a","0.0049568527769048","75.30000305175781","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946146915654702E9","1c:bf:ce:15:ec:4d","0.004617034536263","59.79999923706055","True","0.0072686569790335","False","0.0193240777855629","25.200000762939453"
"1.5946146921197722E9","b8:27:eb:bf:9d:51","0.0049860672128521","50.4","False","0.0076844406941362","False","0.0205070886309026","22.2"
"1.5946146953709996E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.5946146958045228E9","b8:27:eb:bf:9d:51","0.004971644949355","50.4","False","0.0076683548991553","False","0.0204612376699309","22.2"
"1.5946146994844992E9","b8:27:eb:bf:9d:51","0.004975983419764","50.4","False","0.0076731951447764","False","0.0204750336202321","22.2"
"1.5946146996274664E9","00:0f:00:70:91:0a","0.0049568527769048","75.4000015258789","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946147002501738E9","1c:bf:ce:15:ec:4d","0.0046041516010591","59.79999923706055","True","0.0072539793911028","False","0.0192823990477385","25.200000762939453"
"1.5946147031675463E9","b8:27:eb:bf:9d:51","0.0050061986430026","50.4","False","0.0077068726771779","False","0.0205710396946325","22.2"
"1.5946147039793315E9","00:0f:00:70:91:0a","0.0049409124710563","75.4000015258789","False","0.0076340344598619","False","0.0203634326030225","19.399999618530273"
"1.594614705128062E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.5946147068514643E9","b8:27:eb:bf:9d:51","0.0049730874721228","50.4","False","0.0076699643896225","False","0.0204658250676387","22.2"
"1.5946147105362434E9","b8:27:eb:bf:9d:51","0.0049817186514974","50.4","False","0.0076795919061532","False","0.0204932669527049","22.2"
"1.5946147120901608E9","00:0f:00:70:91:0a","0.0049568527769048","75.4000015258789","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946147142204287E9","b8:27:eb:bf:9d:51","0.0049860141621859","50.4","False","0.0076843815479598","False","0.0205069200286054","22.2"
"1.5946147142947328E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.594614716444777E9","00:0f:00:70:91:0a","0.0050214490548247","75.4000015258789","False","0.0077238492479296","False","0.0206194464303279","19.399999618530273"
"1.5946147179068758E9","b8:27:eb:bf:9d:51","0.004991762665419","50.4","False","0.0076907895410273","False","0.0205251871903792","22.2"
"1.5946147213388286E9","00:0f:00:70:91:0a","0.0049568527769048","75.5","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.594614721590753E9","b8:27:eb:bf:9d:51","0.0049860141621859","50.4","False","0.0076843815479598","False","0.0205069200286054","22.2"
"1.5946147229497006E9","1c:bf:ce:15:ec:4d","0.0046041516010591","59.900001525878906","True","0.0072539793911028","False","0.0192823990477385","25.200000762939453"
"1.5946147252733374E9","b8:27:eb:bf:9d:51","0.0049946710978715","50.4","False","0.0076940308620936","False","0.0205344275669833","22.2"
"1.5946147283772712E9","00:0f:00:70:91:0a","0.0049409124710563","75.4000015258789","False","0.0076340344598619","False","0.0203634326030225","19.299999237060547"
"1.5946147289583392E9","b8:27:eb:bf:9d:51","0.0049788188730137","50.4","False","0.0076763579077868","False","0.02048404863234","22.2"
"1.5946147299776015E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.594614732642999E9","b8:27:eb:bf:9d:51","0.0049946710978715","50.4","False","0.0076940308620936","False","0.0205344275669833","22.2"
"1.5946147337844772E9","1c:bf:ce:15:ec:4d","0.0046041516010591","59.79999923706055","True","0.0072539793911028","False","0.0192823990477385","25.200000762939453"
"1.5946147363269794E9","b8:27:eb:bf:9d:51","0.0050091587482508","50.4","False","0.0077101689474339","False","0.0205804380612568","22.2"
"1.5946147365023952E9","00:0f:00:70:91:0a","0.0049568527769048","75.4000015258789","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946147381262457E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.5946147400109634E9","b8:27:eb:bf:9d:51","0.0049773744421584","50.4","False","0.0076747468017272","False","0.0204794563689637","22.2"
"1.5946147403182995E9","00:0f:00:70:91:0a","0.0049250309675129","75.0","False","0.0076162756888003","False","0.0203128361009125","19.399999618530273"
"1.5946147430010862E9","1c:bf:ce:15:ec:4d","0.0045657496302113","59.79999923706055","True","0.0072101602630498","False","0.0191580037257365","25.200000762939453"
"1.59461474369597E9","b8:27:eb:bf:9d:51","0.0049860141621859","50.4","False","0.0076843815479598","False","0.0205069200286054","22.2"
"1.594614744132466E9","00:0f:00:70:91:0a","0.0049568527769048","75.30000305175781","False","0.0076518431146709","False","0.0204141792884089","19.399999618530273"
"1.5946147473812065E9","b8:27:eb:bf:9d:51","0.004975983419764","50.4","False","0.0076731951447764","False","0.0204750336202321","22.2"
